Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT4,NO,04/01/2015 00:00,75.80000,ug m-3,R
CT4,NO,04/01/2015 01:00,44.50000,ug m-3,R
CT4,NO,04/01/2015 02:00,36.20000,ug m-3,R
CT4,NO,04/01/2015 03:00,34.00000,ug m-3,R
CT4,NO,04/01/2015 04:00,26.60000,ug m-3,R
CT4,NO,04/01/2015 05:00,51.50000,ug m-3,R
CT4,NO,04/01/2015 06:00,58.30000,ug m-3,R
CT4,NO,04/01/2015 07:00,116.50000,ug m-3,R
CT4,NO,04/01/2015 08:00,108.90000,ug m-3,R
CT4,NO,04/01/2015 09:00,104.40000,ug m-3,R
CT4,NO,04/01/2015 10:00,106.60000,ug m-3,R
CT4,NO,04/01/2015 11:00,70.10000,ug m-3,R
CT4,NO,04/01/2015 12:00,76.40000,ug m-3,R
CT4,NO,04/01/2015 13:00,59.50000,ug m-3,R
CT4,NO,04/01/2015 14:00,65.40000,ug m-3,R
CT4,NO,04/01/2015 15:00,47.10000,ug m-3,R
CT4,NO,04/01/2015 16:00,56.30000,ug m-3,R
CT4,NO,04/01/2015 17:00,67.40000,ug m-3,R
CT4,NO,04/01/2015 18:00,84.10000,ug m-3,R
CT4,NO,04/01/2015 19:00,61.20000,ug m-3,R
CT4,NO,04/01/2015 20:00,36.10000,ug m-3,R
CT4,NO,04/01/2015 21:00,99.10000,ug m-3,R
CT4,NO,04/01/2015 22:00,61.00000,ug m-3,R
CT4,NO,04/01/2015 23:00,47.30000,ug m-3,R
CT4,NO,05/01/2015 00:00,50.30000,ug m-3,R
CT4,NO,05/01/2015 01:00,25.30000,ug m-3,R
CT4,NO,05/01/2015 02:00,17.70000,ug m-3,R
CT4,NO,05/01/2015 03:00,9.90000,ug m-3,R
CT4,NO,05/01/2015 04:00,21.50000,ug m-3,R
CT4,NO,05/01/2015 05:00,25.80000,ug m-3,R
CT4,NO,05/01/2015 06:00,103.10000,ug m-3,R
CT4,NO,05/01/2015 07:00,318.29999,ug m-3,R
CT4,NO,05/01/2015 08:00,223.70000,ug m-3,R
CT4,NO,05/01/2015 09:00,268.60001,ug m-3,R
CT4,NO,05/01/2015 10:00,221.20000,ug m-3,R
CT4,NO,05/01/2015 11:00,278.50000,ug m-3,R
CT4,NO,05/01/2015 12:00,171.50000,ug m-3,R
CT4,NO,05/01/2015 13:00,129.20000,ug m-3,R
CT4,NO,05/01/2015 14:00,150.20000,ug m-3,R
CT4,NO,05/01/2015 15:00,113.50000,ug m-3,R
CT4,NO,05/01/2015 16:00,122.10000,ug m-3,R
CT4,NO,05/01/2015 17:00,149.70000,ug m-3,R
CT4,NO,05/01/2015 18:00,114.10000,ug m-3,R
CT4,NO,05/01/2015 19:00,105.10000,ug m-3,R
CT4,NO,05/01/2015 20:00,43.80000,ug m-3,R
CT4,NO,05/01/2015 21:00,41.30000,ug m-3,R
CT4,NO,05/01/2015 22:00,124.20000,ug m-3,R
CT4,NO,05/01/2015 23:00,56.90000,ug m-3,R
CT4,NO,06/01/2015 00:00,14.40000,ug m-3,R
CT4,NO,06/01/2015 01:00,4.90000,ug m-3,R
CT4,NO,06/01/2015 02:00,2.70000,ug m-3,R
CT4,NO,06/01/2015 03:00,1.70000,ug m-3,R
CT4,NO,06/01/2015 04:00,5.80000,ug m-3,R
CT4,NO,06/01/2015 05:00,5.40000,ug m-3,R
CT4,NO,06/01/2015 06:00,28.70000,ug m-3,R
CT4,NO,06/01/2015 07:00,92.50000,ug m-3,R
CT4,NO,06/01/2015 08:00,131.20000,ug m-3,R
CT4,NO,06/01/2015 09:00,119.30000,ug m-3,R
CT4,NO,06/01/2015 10:00,120.30000,ug m-3,R
CT4,NO,06/01/2015 11:00,109.20000,ug m-3,R
CT4,NO,06/01/2015 12:00,154.80000,ug m-3,R
CT4,NO,06/01/2015 13:00,121.90000,ug m-3,R
CT4,NO,06/01/2015 14:00,96.00000,ug m-3,R
CT4,NO,06/01/2015 15:00,185.89999,ug m-3,R
CT4,NO,06/01/2015 16:00,198.00000,ug m-3,R
CT4,NO,06/01/2015 17:00,219.39999,ug m-3,R
CT4,NO,06/01/2015 18:00,341.39999,ug m-3,R
CT4,NO,06/01/2015 19:00,246.89999,ug m-3,R
CT4,NO,06/01/2015 20:00,170.30000,ug m-3,R
CT4,NO,06/01/2015 21:00,174.00000,ug m-3,R
CT4,NO,06/01/2015 22:00,252.00000,ug m-3,R
CT4,NO,06/01/2015 23:00,147.50000,ug m-3,R
CT4,NO,07/01/2015 00:00,72.80000,ug m-3,R
CT4,NO,07/01/2015 01:00,20.60000,ug m-3,R
CT4,NO,07/01/2015 02:00,12.50000,ug m-3,R
CT4,NO,07/01/2015 03:00,13.00000,ug m-3,R
CT4,NO,07/01/2015 04:00,12.70000,ug m-3,R
CT4,NO,07/01/2015 05:00,21.30000,ug m-3,R
CT4,NO,07/01/2015 06:00,113.70000,ug m-3,R
CT4,NO,07/01/2015 07:00,220.00000,ug m-3,R
CT4,NO,07/01/2015 08:00,185.80000,ug m-3,R
CT4,NO,07/01/2015 09:00,232.50000,ug m-3,R
CT4,NO,07/01/2015 10:00,150.60001,ug m-3,R
CT4,NO,07/01/2015 11:00,113.20000,ug m-3,R
CT4,NO,07/01/2015 12:00,127.40000,ug m-3,R
CT4,NO,07/01/2015 13:00,80.30000,ug m-3,R
CT4,NO,07/01/2015 14:00,55.10000,ug m-3,R
CT4,NO,07/01/2015 15:00,56.50000,ug m-3,R
CT4,NO,07/01/2015 16:00,51.20000,ug m-3,R
CT4,NO,07/01/2015 17:00,55.40000,ug m-3,R
CT4,NO,07/01/2015 18:00,75.30000,ug m-3,R
CT4,NO,07/01/2015 19:00,48.80000,ug m-3,R
CT4,NO,07/01/2015 20:00,37.70000,ug m-3,R
CT4,NO,07/01/2015 21:00,30.70000,ug m-3,R
CT4,NO,07/01/2015 22:00,81.80000,ug m-3,R
CT4,NO,07/01/2015 23:00,23.20000,ug m-3,R
CT4,NO,08/01/2015 00:00,16.00000,ug m-3,R
CT4,NO,08/01/2015 01:00,4.90000,ug m-3,R
CT4,NO,08/01/2015 02:00,5.60000,ug m-3,R
CT4,NO,08/01/2015 03:00,3.40000,ug m-3,R
CT4,NO,08/01/2015 04:00,4.30000,ug m-3,R
CT4,NO,08/01/2015 05:00,17.70000,ug m-3,R
CT4,NO,08/01/2015 06:00,87.50000,ug m-3,R
CT4,NO,08/01/2015 07:00,314.60001,ug m-3,R
CT4,NO,08/01/2015 08:00,328.00000,ug m-3,R
CT4,NO,08/01/2015 09:00,759.70001,ug m-3,R
CT4,NO,08/01/2015 10:00,531.29999,ug m-3,R
CT4,NO,08/01/2015 11:00,534.29999,ug m-3,R
CT4,NO,08/01/2015 12:00,294.70001,ug m-3,R
CT4,NO,08/01/2015 13:00,278.39999,ug m-3,R
CT4,NO,08/01/2015 14:00,204.50000,ug m-3,R
CT4,NO,08/01/2015 15:00,248.80000,ug m-3,R
CT4,NO,08/01/2015 16:00,206.80000,ug m-3,R
CT4,NO,08/01/2015 17:00,169.10001,ug m-3,R
CT4,NO,08/01/2015 18:00,201.70000,ug m-3,R
CT4,NO,08/01/2015 19:00,103.80000,ug m-3,R
CT4,NO,08/01/2015 20:00,85.60000,ug m-3,R
CT4,NO,08/01/2015 21:00,43.20000,ug m-3,R
CT4,NO,08/01/2015 22:00,78.00000,ug m-3,R
CT4,NO,08/01/2015 23:00,41.50000,ug m-3,R
CT4,NO,09/01/2015 00:00,20.60000,ug m-3,R
CT4,NO,09/01/2015 01:00,6.60000,ug m-3,R
CT4,NO,09/01/2015 02:00,3.60000,ug m-3,R
CT4,NO,09/01/2015 03:00,3.60000,ug m-3,R
CT4,NO,09/01/2015 04:00,5.30000,ug m-3,R
CT4,NO,09/01/2015 05:00,8.70000,ug m-3,R
CT4,NO,09/01/2015 06:00,42.40000,ug m-3,R
CT4,NO,09/01/2015 07:00,50.60000,ug m-3,R
CT4,NO,09/01/2015 08:00,119.90000,ug m-3,R
CT4,NO,09/01/2015 09:00,194.50000,ug m-3,R
CT4,NO,09/01/2015 10:00,133.60001,ug m-3,R
CT4,NO,09/01/2015 11:00,,ug m-3,R
CT4,NO,09/01/2015 12:00,,ug m-3,R
CT4,NO,09/01/2015 13:00,74.70000,ug m-3,R
CT4,NO,09/01/2015 14:00,67.10000,ug m-3,R
CT4,NO,09/01/2015 15:00,60.50000,ug m-3,R
CT4,NO,09/01/2015 16:00,62.30000,ug m-3,R
CT4,NO,09/01/2015 17:00,61.30000,ug m-3,R
CT4,NO,09/01/2015 18:00,83.70000,ug m-3,R
CT4,NO,09/01/2015 19:00,72.50000,ug m-3,R
CT4,NO,09/01/2015 20:00,44.30000,ug m-3,R
CT4,NO,09/01/2015 21:00,27.50000,ug m-3,R
CT4,NO,09/01/2015 22:00,55.80000,ug m-3,R
CT4,NO,09/01/2015 23:00,51.30000,ug m-3,R
CT4,NO,10/01/2015 00:00,25.20000,ug m-3,R
CT4,NO,10/01/2015 01:00,9.70000,ug m-3,R
CT4,NO,10/01/2015 02:00,6.40000,ug m-3,R
CT4,NO,10/01/2015 03:00,6.50000,ug m-3,R
CT4,NO,10/01/2015 04:00,3.10000,ug m-3,R
CT4,NO,10/01/2015 05:00,3.80000,ug m-3,R
CT4,NO,10/01/2015 06:00,7.10000,ug m-3,R
CT4,NO,10/01/2015 07:00,11.00000,ug m-3,R
CT4,NO,10/01/2015 08:00,15.40000,ug m-3,R
CT4,NO,10/01/2015 09:00,24.20000,ug m-3,R
CT4,NO,10/01/2015 10:00,25.40000,ug m-3,R
CT4,NO,10/01/2015 11:00,45.00000,ug m-3,R
CT4,NO,10/01/2015 12:00,38.70000,ug m-3,R
CT4,NO,10/01/2015 13:00,33.20000,ug m-3,R
CT4,NO,10/01/2015 14:00,32.60000,ug m-3,R
CT4,NO,10/01/2015 15:00,39.00000,ug m-3,R
CT4,NO,10/01/2015 16:00,84.60000,ug m-3,R
CT4,NO,10/01/2015 17:00,77.90000,ug m-3,R
CT4,NO,10/01/2015 18:00,67.30000,ug m-3,R
CT4,NO,10/01/2015 19:00,51.00000,ug m-3,R
CT4,NO,10/01/2015 20:00,41.90000,ug m-3,R
CT4,NO,10/01/2015 21:00,45.40000,ug m-3,R
CT4,NO,10/01/2015 22:00,78.90000,ug m-3,R
CT4,NO,10/01/2015 23:00,47.90000,ug m-3,R
CT4,NO,11/01/2015 00:00,54.80000,ug m-3,R
CT4,NO,11/01/2015 01:00,22.00000,ug m-3,R
CT4,NO,11/01/2015 02:00,15.40000,ug m-3,R
CT4,NO,11/01/2015 03:00,8.20000,ug m-3,R
CT4,NO,11/01/2015 04:00,9.50000,ug m-3,R
CT4,NO,11/01/2015 05:00,5.60000,ug m-3,R
CT4,NO,11/01/2015 06:00,11.20000,ug m-3,R
CT4,NO,11/01/2015 07:00,10.10000,ug m-3,R
CT4,NO,11/01/2015 08:00,17.20000,ug m-3,R
CT4,NO,11/01/2015 09:00,25.00000,ug m-3,R
CT4,NO,11/01/2015 10:00,34.40000,ug m-3,R
CT4,NO,11/01/2015 11:00,31.00000,ug m-3,R
CT4,NO,11/01/2015 12:00,33.90000,ug m-3,R
CT4,NO,11/01/2015 13:00,26.00000,ug m-3,R
CT4,NO,11/01/2015 14:00,23.20000,ug m-3,R
CT4,NO,11/01/2015 15:00,28.00000,ug m-3,R
CT4,NO,11/01/2015 16:00,23.30000,ug m-3,R
CT4,NO,11/01/2015 17:00,37.80000,ug m-3,R
CT4,NO,11/01/2015 18:00,36.20000,ug m-3,R
CT4,NO,11/01/2015 19:00,27.20000,ug m-3,R
CT4,NO,11/01/2015 20:00,19.40000,ug m-3,R
CT4,NO,11/01/2015 21:00,20.70000,ug m-3,R
CT4,NO,11/01/2015 22:00,38.10000,ug m-3,R
CT4,NO,11/01/2015 23:00,8.40000,ug m-3,R
CT4,NO,12/01/2015 00:00,9.50000,ug m-3,R
CT4,NO,12/01/2015 01:00,8.20000,ug m-3,R
CT4,NO,12/01/2015 02:00,2.50000,ug m-3,R
CT4,NO,12/01/2015 03:00,2.30000,ug m-3,R
CT4,NO,12/01/2015 04:00,4.50000,ug m-3,R
CT4,NO,12/01/2015 05:00,8.30000,ug m-3,R
CT4,NO,12/01/2015 06:00,28.60000,ug m-3,R
CT4,NO,12/01/2015 07:00,61.20000,ug m-3,R
CT4,NO,12/01/2015 08:00,103.70000,ug m-3,R
CT4,NO,12/01/2015 09:00,142.30000,ug m-3,R
CT4,NO,12/01/2015 10:00,106.30000,ug m-3,R
CT4,NO,12/01/2015 11:00,59.70000,ug m-3,R
CT4,NO,12/01/2015 12:00,50.70000,ug m-3,R
CT4,NO,12/01/2015 13:00,71.90000,ug m-3,R
CT4,NO,12/01/2015 14:00,74.00000,ug m-3,R
CT4,NO,12/01/2015 15:00,82.00000,ug m-3,R
CT4,NO,12/01/2015 16:00,82.00000,ug m-3,R
CT4,NO,12/01/2015 17:00,91.00000,ug m-3,R
CT4,NO,12/01/2015 18:00,100.50000,ug m-3,R
CT4,NO,12/01/2015 19:00,64.90000,ug m-3,R
CT4,NO,12/01/2015 20:00,39.10000,ug m-3,R
CT4,NO,12/01/2015 21:00,85.80000,ug m-3,R
CT4,NO,12/01/2015 22:00,45.90000,ug m-3,R
CT4,NO,12/01/2015 23:00,33.60000,ug m-3,R
CT4,NO,13/01/2015 00:00,15.40000,ug m-3,R
CT4,NO,13/01/2015 01:00,3.00000,ug m-3,R
CT4,NO,13/01/2015 02:00,6.90000,ug m-3,R
CT4,NO,13/01/2015 03:00,8.10000,ug m-3,R
CT4,NO,13/01/2015 04:00,7.40000,ug m-3,R
CT4,NO,13/01/2015 05:00,8.90000,ug m-3,R
CT4,NO,13/01/2015 06:00,36.00000,ug m-3,R
CT4,NO,13/01/2015 07:00,150.70000,ug m-3,R
CT4,NO,13/01/2015 08:00,374.29999,ug m-3,R
CT4,NO,13/01/2015 09:00,280.00000,ug m-3,R
CT4,NO,13/01/2015 10:00,209.89999,ug m-3,R
CT4,NO,13/01/2015 11:00,151.60001,ug m-3,R
CT4,NO,13/01/2015 12:00,94.10000,ug m-3,R
CT4,NO,13/01/2015 13:00,90.40000,ug m-3,R
CT4,NO,13/01/2015 14:00,80.30000,ug m-3,R
CT4,NO,13/01/2015 15:00,111.20000,ug m-3,R
CT4,NO,13/01/2015 16:00,117.40000,ug m-3,R
CT4,NO,13/01/2015 17:00,156.80000,ug m-3,R
CT4,NO,13/01/2015 18:00,161.20000,ug m-3,R
CT4,NO,13/01/2015 19:00,71.90000,ug m-3,R
CT4,NO,13/01/2015 20:00,75.00000,ug m-3,R
CT4,NO,13/01/2015 21:00,86.00000,ug m-3,R
CT4,NO,13/01/2015 22:00,57.80000,ug m-3,R
CT4,NO,13/01/2015 23:00,44.30000,ug m-3,R
CT4,NO,14/01/2015 00:00,22.80000,ug m-3,R
CT4,NO,14/01/2015 01:00,9.20000,ug m-3,R
CT4,NO,14/01/2015 02:00,4.60000,ug m-3,R
CT4,NO,14/01/2015 03:00,3.10000,ug m-3,R
CT4,NO,14/01/2015 04:00,9.10000,ug m-3,R
CT4,NO,14/01/2015 05:00,14.00000,ug m-3,R
CT4,NO,14/01/2015 06:00,58.30000,ug m-3,R
CT4,NO,14/01/2015 07:00,105.30000,ug m-3,R
CT4,NO,14/01/2015 08:00,193.89999,ug m-3,R
CT4,NO,14/01/2015 09:00,218.70000,ug m-3,R
CT4,NO,14/01/2015 10:00,299.70001,ug m-3,R
CT4,NO,14/01/2015 11:00,206.89999,ug m-3,R
CT4,NO,14/01/2015 12:00,177.39999,ug m-3,R
CT4,NO,14/01/2015 13:00,168.80000,ug m-3,R
CT4,NO,14/01/2015 14:00,100.80000,ug m-3,R
CT4,NO,14/01/2015 15:00,139.10001,ug m-3,R
CT4,NO,14/01/2015 16:00,181.60001,ug m-3,R
CT4,NO,14/01/2015 17:00,104.60000,ug m-3,R
CT4,NO,14/01/2015 18:00,123.40000,ug m-3,R
CT4,NO,14/01/2015 19:00,37.20000,ug m-3,R
CT4,NO,14/01/2015 20:00,21.70000,ug m-3,R
CT4,NO,14/01/2015 21:00,18.40000,ug m-3,R
CT4,NO,14/01/2015 22:00,24.70000,ug m-3,R
CT4,NO,14/01/2015 23:00,12.80000,ug m-3,R
CT4,NO,15/01/2015 00:00,15.30000,ug m-3,R
CT4,NO,15/01/2015 01:00,2.10000,ug m-3,R
CT4,NO,15/01/2015 02:00,2.80000,ug m-3,R
CT4,NO,15/01/2015 03:00,1.80000,ug m-3,R
CT4,NO,15/01/2015 04:00,3.20000,ug m-3,R
CT4,NO,15/01/2015 05:00,6.00000,ug m-3,R
CT4,NO,15/01/2015 06:00,30.20000,ug m-3,R
CT4,NO,15/01/2015 07:00,75.20000,ug m-3,R
CT4,NO,15/01/2015 08:00,151.00000,ug m-3,R
CT4,NO,15/01/2015 09:00,271.89999,ug m-3,R
CT4,NO,15/01/2015 10:00,289.10001,ug m-3,R
CT4,NO,15/01/2015 11:00,172.80000,ug m-3,R
CT4,NO,15/01/2015 12:00,200.00000,ug m-3,R
CT4,NO,15/01/2015 13:00,133.70000,ug m-3,R
CT4,NO,15/01/2015 14:00,80.70000,ug m-3,R
CT4,NO,15/01/2015 15:00,130.80000,ug m-3,R
CT4,NO,15/01/2015 16:00,100.00000,ug m-3,R
CT4,NO,15/01/2015 17:00,142.00000,ug m-3,R
CT4,NO,15/01/2015 18:00,170.20000,ug m-3,R
CT4,NO,15/01/2015 19:00,123.60000,ug m-3,R
CT4,NO,15/01/2015 20:00,46.70000,ug m-3,R
CT4,NO,15/01/2015 21:00,79.40000,ug m-3,R
CT4,NO,15/01/2015 22:00,134.10001,ug m-3,R
CT4,NO,15/01/2015 23:00,55.70000,ug m-3,R
CT4,NO,16/01/2015 00:00,53.10000,ug m-3,R
CT4,NO,16/01/2015 01:00,12.00000,ug m-3,R
CT4,NO,16/01/2015 02:00,5.20000,ug m-3,R
CT4,NO,16/01/2015 03:00,6.10000,ug m-3,R
CT4,NO,16/01/2015 04:00,5.60000,ug m-3,R
CT4,NO,16/01/2015 05:00,15.30000,ug m-3,R
CT4,NO,16/01/2015 06:00,56.40000,ug m-3,R
CT4,NO,16/01/2015 07:00,156.89999,ug m-3,R
CT4,NO,16/01/2015 08:00,475.10001,ug m-3,R
CT4,NO,16/01/2015 09:00,390.29999,ug m-3,R
CT4,NO,16/01/2015 10:00,380.79999,ug m-3,R
CT4,NO,16/01/2015 11:00,505.29999,ug m-3,R
CT4,NO,16/01/2015 12:00,435.29999,ug m-3,R
CT4,NO,16/01/2015 13:00,274.10001,ug m-3,R
CT4,NO,16/01/2015 14:00,317.29999,ug m-3,R
CT4,NO,16/01/2015 15:00,232.70000,ug m-3,R
CT4,NO,16/01/2015 16:00,230.80000,ug m-3,R
CT4,NO,16/01/2015 17:00,313.89999,ug m-3,R
CT4,NO,16/01/2015 18:00,226.60001,ug m-3,R
CT4,NO,16/01/2015 19:00,265.00000,ug m-3,R
CT4,NO,16/01/2015 20:00,224.89999,ug m-3,R
CT4,NO,16/01/2015 21:00,368.00000,ug m-3,R
CT4,NO,16/01/2015 22:00,424.50000,ug m-3,R
CT4,NO,16/01/2015 23:00,302.70001,ug m-3,R
CT4,NO,17/01/2015 00:00,196.60001,ug m-3,R
CT4,NO,17/01/2015 01:00,66.60000,ug m-3,R
CT4,NO,17/01/2015 02:00,48.90000,ug m-3,R
CT4,NO,17/01/2015 03:00,28.10000,ug m-3,R
CT4,NO,17/01/2015 04:00,15.60000,ug m-3,R
CT4,NO,17/01/2015 05:00,20.10000,ug m-3,R
CT4,NO,17/01/2015 06:00,18.00000,ug m-3,R
CT4,NO,17/01/2015 07:00,24.60000,ug m-3,R
CT4,NO,17/01/2015 08:00,44.70000,ug m-3,R
CT4,NO,17/01/2015 09:00,66.00000,ug m-3,R
CT4,NO,17/01/2015 10:00,51.20000,ug m-3,R
CT4,NO,17/01/2015 11:00,49.10000,ug m-3,R
CT4,NO,17/01/2015 12:00,46.20000,ug m-3,R
CT4,NO,17/01/2015 13:00,77.70000,ug m-3,R
CT4,NO,17/01/2015 14:00,49.40000,ug m-3,R
CT4,NO,17/01/2015 15:00,41.50000,ug m-3,R
CT4,NO,17/01/2015 16:00,70.90000,ug m-3,R
CT4,NO,17/01/2015 17:00,64.00000,ug m-3,R
CT4,NO,17/01/2015 18:00,87.60000,ug m-3,R
CT4,NO,17/01/2015 19:00,71.90000,ug m-3,R
CT4,NO,17/01/2015 20:00,61.60000,ug m-3,R
CT4,NO,17/01/2015 21:00,55.30000,ug m-3,R
CT4,NO,17/01/2015 22:00,128.00000,ug m-3,R
CT4,NO,17/01/2015 23:00,100.10000,ug m-3,R
CT4,NO,18/01/2015 00:00,89.60000,ug m-3,R
CT4,NO,18/01/2015 01:00,39.20000,ug m-3,R
CT4,NO,18/01/2015 02:00,22.10000,ug m-3,R
CT4,NO,18/01/2015 03:00,15.60000,ug m-3,R
CT4,NO,18/01/2015 04:00,16.20000,ug m-3,R
CT4,NO,18/01/2015 05:00,14.20000,ug m-3,R
CT4,NO,18/01/2015 06:00,22.60000,ug m-3,R
CT4,NO,18/01/2015 07:00,42.20000,ug m-3,R
CT4,NO,18/01/2015 08:00,106.40000,ug m-3,R
CT4,NO,18/01/2015 09:00,316.10001,ug m-3,R
CT4,NO,18/01/2015 10:00,80.60000,ug m-3,R
CT4,NO,18/01/2015 11:00,88.70000,ug m-3,R
CT4,NO,18/01/2015 12:00,107.20000,ug m-3,R
CT4,NO,18/01/2015 13:00,89.70000,ug m-3,R
CT4,NO,18/01/2015 14:00,71.30000,ug m-3,R
CT4,NO,18/01/2015 15:00,102.90000,ug m-3,R
CT4,NO,18/01/2015 16:00,89.20000,ug m-3,R
CT4,NO,18/01/2015 17:00,98.20000,ug m-3,R
CT4,NO,18/01/2015 18:00,154.10001,ug m-3,R
CT4,NO,18/01/2015 19:00,177.60001,ug m-3,R
CT4,NO,18/01/2015 20:00,171.80000,ug m-3,R
CT4,NO,18/01/2015 21:00,494.89999,ug m-3,R
CT4,NO,18/01/2015 22:00,102.80000,ug m-3,R
CT4,NO,18/01/2015 23:00,58.10000,ug m-3,R
CT4,NO,19/01/2015 00:00,65.60000,ug m-3,R
CT4,NO,19/01/2015 01:00,20.10000,ug m-3,R
CT4,NO,19/01/2015 02:00,8.20000,ug m-3,R
CT4,NO,19/01/2015 03:00,16.70000,ug m-3,R
CT4,NO,19/01/2015 04:00,23.00000,ug m-3,R
CT4,NO,19/01/2015 05:00,48.00000,ug m-3,R
CT4,NO,19/01/2015 06:00,163.39999,ug m-3,R
CT4,NO,19/01/2015 07:00,264.00000,ug m-3,R
CT4,NO,19/01/2015 08:00,614.70001,ug m-3,R
CT4,NO,19/01/2015 09:00,885.09998,ug m-3,R
CT4,NO,19/01/2015 10:00,592.20001,ug m-3,R
CT4,NO,19/01/2015 11:00,833.50000,ug m-3,R
CT4,NO,19/01/2015 12:00,595.59998,ug m-3,R
CT4,NO,19/01/2015 13:00,360.00000,ug m-3,R
CT4,NO,19/01/2015 14:00,364.79999,ug m-3,R
CT4,NO,19/01/2015 15:00,434.10001,ug m-3,R
CT4,NO,19/01/2015 16:00,366.39999,ug m-3,R
CT4,NO,19/01/2015 17:00,290.00000,ug m-3,R
CT4,NO,19/01/2015 18:00,407.50000,ug m-3,R
CT4,NO,19/01/2015 19:00,272.89999,ug m-3,R
CT4,NO,19/01/2015 20:00,240.30000,ug m-3,R
CT4,NO,19/01/2015 21:00,327.10001,ug m-3,R
CT4,NO,19/01/2015 22:00,500.89999,ug m-3,R
CT4,NO,19/01/2015 23:00,337.00000,ug m-3,R
CT4,NO,20/01/2015 00:00,238.10001,ug m-3,R
CT4,NO,20/01/2015 01:00,182.39999,ug m-3,R
CT4,NO,20/01/2015 02:00,170.10001,ug m-3,R
CT4,NO,20/01/2015 03:00,167.30000,ug m-3,R
CT4,NO,20/01/2015 04:00,177.00000,ug m-3,R
CT4,NO,20/01/2015 05:00,203.30000,ug m-3,R
CT4,NO,20/01/2015 06:00,297.60001,ug m-3,R
CT4,NO,20/01/2015 07:00,420.39999,ug m-3,R
CT4,NO,20/01/2015 08:00,706.09998,ug m-3,R
CT4,NO,20/01/2015 09:00,1181.09998,ug m-3,R
CT4,NO,20/01/2015 10:00,1153.80005,ug m-3,R
CT4,NO,20/01/2015 11:00,1186.80005,ug m-3,R
CT4,NO,20/01/2015 12:00,1557.69995,ug m-3,R
CT4,NO,20/01/2015 13:00,1007.59998,ug m-3,R
CT4,NO,20/01/2015 14:00,449.10001,ug m-3,R
CT4,NO,20/01/2015 15:00,338.10001,ug m-3,R
CT4,NO,20/01/2015 16:00,265.29999,ug m-3,R
CT4,NO,20/01/2015 17:00,322.39999,ug m-3,R
CT4,NO,20/01/2015 18:00,500.00000,ug m-3,R
CT4,NO,20/01/2015 19:00,123.50000,ug m-3,R
CT4,NO,20/01/2015 20:00,79.90000,ug m-3,R
CT4,NO,20/01/2015 21:00,102.20000,ug m-3,R
CT4,NO,20/01/2015 22:00,111.80000,ug m-3,R
CT4,NO,20/01/2015 23:00,55.00000,ug m-3,R
CT4,NO,21/01/2015 00:00,28.70000,ug m-3,R
CT4,NO,21/01/2015 01:00,11.50000,ug m-3,R
CT4,NO,21/01/2015 02:00,6.70000,ug m-3,R
CT4,NO,21/01/2015 03:00,6.90000,ug m-3,R
CT4,NO,21/01/2015 04:00,17.10000,ug m-3,R
CT4,NO,21/01/2015 05:00,49.10000,ug m-3,R
CT4,NO,21/01/2015 06:00,133.20000,ug m-3,R
CT4,NO,21/01/2015 07:00,317.29999,ug m-3,R
CT4,NO,21/01/2015 08:00,609.09998,ug m-3,R
CT4,NO,21/01/2015 09:00,581.00000,ug m-3,R
CT4,NO,21/01/2015 10:00,737.79999,ug m-3,R
CT4,NO,21/01/2015 11:00,715.59998,ug m-3,R
CT4,NO,21/01/2015 12:00,419.20001,ug m-3,R
CT4,NO,21/01/2015 13:00,902.40002,ug m-3,R
CT4,NO,21/01/2015 14:00,503.79999,ug m-3,R
CT4,NO,21/01/2015 15:00,478.39999,ug m-3,R
CT4,NO,21/01/2015 16:00,271.79999,ug m-3,R
CT4,NO,21/01/2015 17:00,328.50000,ug m-3,R
CT4,NO,21/01/2015 18:00,357.89999,ug m-3,R
CT4,NO,21/01/2015 19:00,342.39999,ug m-3,R
CT4,NO,21/01/2015 20:00,211.50000,ug m-3,R
CT4,NO,21/01/2015 21:00,269.10001,ug m-3,R
CT4,NO,21/01/2015 22:00,383.39999,ug m-3,R
CT4,NO,21/01/2015 23:00,246.60001,ug m-3,R
CT4,NO,22/01/2015 00:00,199.20000,ug m-3,R
CT4,NO,22/01/2015 01:00,125.50000,ug m-3,R
CT4,NO,22/01/2015 02:00,95.90000,ug m-3,R
CT4,NO,22/01/2015 03:00,71.60000,ug m-3,R
CT4,NO,22/01/2015 04:00,59.60000,ug m-3,R
CT4,NO,22/01/2015 05:00,99.60000,ug m-3,R
CT4,NO,22/01/2015 06:00,185.80000,ug m-3,R
CT4,NO,22/01/2015 07:00,551.40002,ug m-3,R
CT4,NO,22/01/2015 08:00,1033.19995,ug m-3,R
CT4,NO,22/01/2015 09:00,1372.50000,ug m-3,R
CT4,NO,22/01/2015 10:00,1306.50000,ug m-3,R
CT4,NO,22/01/2015 11:00,1313.90002,ug m-3,R
CT4,NO,22/01/2015 12:00,1342.40002,ug m-3,R
CT4,NO,22/01/2015 13:00,535.09998,ug m-3,R
CT4,NO,22/01/2015 14:00,477.79999,ug m-3,R
CT4,NO,22/01/2015 15:00,,ug m-3,R
CT4,NO,22/01/2015 16:00,,ug m-3,R
CT4,NO,22/01/2015 17:00,629.79999,ug m-3,R
