Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT4,PM10,19/08/2015 23:00,,ug/m3,R
CT4,PM10,20/08/2015 00:00,,ug/m3,R
CT4,PM10,20/08/2015 01:00,,ug/m3,R
CT4,PM10,20/08/2015 02:00,,ug/m3,R
CT4,PM10,20/08/2015 03:00,,ug/m3,R
CT4,PM10,20/08/2015 04:00,,ug/m3,R
CT4,PM10,20/08/2015 05:00,,ug/m3,R
CT4,PM10,20/08/2015 06:00,,ug/m3,R
CT4,PM10,20/08/2015 07:00,,ug/m3,R
CT4,PM10,20/08/2015 08:00,,ug/m3,R
CT4,PM10,20/08/2015 09:00,,ug/m3,R
CT4,PM10,20/08/2015 10:00,,ug/m3,R
CT4,PM10,20/08/2015 11:00,,ug/m3,R
CT4,PM10,20/08/2015 12:00,,ug/m3,R
CT4,PM10,20/08/2015 13:00,,ug/m3,R
CT4,PM10,20/08/2015 14:00,,ug/m3,R
CT4,PM10,20/08/2015 15:00,,ug/m3,R
CT4,PM10,20/08/2015 16:00,,ug/m3,R
CT4,PM10,20/08/2015 17:00,,ug/m3,R
CT4,PM10,20/08/2015 18:00,,ug/m3,R
CT4,PM10,20/08/2015 19:00,,ug/m3,R
CT4,PM10,20/08/2015 20:00,,ug/m3,R
CT4,PM10,20/08/2015 21:00,,ug/m3,R
CT4,PM10,20/08/2015 22:00,,ug/m3,R
CT4,PM10,20/08/2015 23:00,,ug/m3,R
CT4,PM10,21/08/2015 00:00,,ug/m3,R
CT4,PM10,21/08/2015 01:00,,ug/m3,R
CT4,PM10,21/08/2015 02:00,,ug/m3,R
CT4,PM10,21/08/2015 03:00,,ug/m3,R
CT4,PM10,21/08/2015 04:00,,ug/m3,R
CT4,PM10,21/08/2015 05:00,,ug/m3,R
CT4,PM10,21/08/2015 06:00,,ug/m3,R
CT4,PM10,21/08/2015 07:00,,ug/m3,R
CT4,PM10,21/08/2015 08:00,,ug/m3,R
CT4,PM10,21/08/2015 09:00,,ug/m3,R
CT4,PM10,21/08/2015 10:00,,ug/m3,R
CT4,PM10,21/08/2015 11:00,,ug/m3,R
CT4,PM10,21/08/2015 12:00,16.00000,ug/m3,R
CT4,PM10,21/08/2015 13:00,17.00000,ug/m3,R
CT4,PM10,21/08/2015 14:00,20.00000,ug/m3,R
CT4,PM10,21/08/2015 15:00,16.00000,ug/m3,R
CT4,PM10,21/08/2015 16:00,20.00000,ug/m3,R
CT4,PM10,21/08/2015 17:00,17.00000,ug/m3,R
CT4,PM10,21/08/2015 18:00,11.00000,ug/m3,R
CT4,PM10,21/08/2015 19:00,20.00000,ug/m3,R
CT4,PM10,21/08/2015 20:00,21.00000,ug/m3,R
CT4,PM10,21/08/2015 21:00,29.00000,ug/m3,R
CT4,PM10,21/08/2015 22:00,20.00000,ug/m3,R
CT4,PM10,21/08/2015 23:00,16.00000,ug/m3,R
CT4,PM10,22/08/2015 00:00,15.00000,ug/m3,R
CT4,PM10,22/08/2015 01:00,17.00000,ug/m3,R
CT4,PM10,22/08/2015 02:00,19.00000,ug/m3,R
CT4,PM10,22/08/2015 03:00,22.00000,ug/m3,R
CT4,PM10,22/08/2015 04:00,19.00000,ug/m3,R
CT4,PM10,22/08/2015 05:00,21.00000,ug/m3,R
CT4,PM10,22/08/2015 06:00,21.00000,ug/m3,R
CT4,PM10,22/08/2015 07:00,29.00000,ug/m3,R
CT4,PM10,22/08/2015 08:00,23.00000,ug/m3,R
CT4,PM10,22/08/2015 09:00,22.00000,ug/m3,R
CT4,PM10,22/08/2015 10:00,26.00000,ug/m3,R
CT4,PM10,22/08/2015 11:00,23.00000,ug/m3,R
CT4,PM10,22/08/2015 12:00,17.00000,ug/m3,R
CT4,PM10,22/08/2015 13:00,21.00000,ug/m3,R
CT4,PM10,22/08/2015 14:00,20.00000,ug/m3,R
CT4,PM10,22/08/2015 15:00,16.00000,ug/m3,R
CT4,PM10,22/08/2015 16:00,19.00000,ug/m3,R
CT4,PM10,22/08/2015 17:00,22.00000,ug/m3,R
CT4,PM10,22/08/2015 18:00,19.00000,ug/m3,R
CT4,PM10,22/08/2015 19:00,26.00000,ug/m3,R
CT4,PM10,22/08/2015 20:00,35.00000,ug/m3,R
CT4,PM10,22/08/2015 21:00,36.00000,ug/m3,R
CT4,PM10,22/08/2015 22:00,33.00000,ug/m3,R
CT4,PM10,22/08/2015 23:00,30.00000,ug/m3,R
CT4,PM10,23/08/2015 00:00,28.00000,ug/m3,R
CT4,PM10,23/08/2015 01:00,33.00000,ug/m3,R
CT4,PM10,23/08/2015 02:00,32.00000,ug/m3,R
CT4,PM10,23/08/2015 03:00,33.00000,ug/m3,R
CT4,PM10,23/08/2015 04:00,33.00000,ug/m3,R
CT4,PM10,23/08/2015 05:00,30.00000,ug/m3,R
CT4,PM10,23/08/2015 06:00,31.00000,ug/m3,R
CT4,PM10,23/08/2015 07:00,27.00000,ug/m3,R
CT4,PM10,23/08/2015 08:00,31.00000,ug/m3,R
CT4,PM10,23/08/2015 09:00,25.00000,ug/m3,R
CT4,PM10,23/08/2015 10:00,25.00000,ug/m3,R
CT4,PM10,23/08/2015 11:00,22.00000,ug/m3,R
CT4,PM10,23/08/2015 12:00,14.00000,ug/m3,R
CT4,PM10,23/08/2015 13:00,9.00000,ug/m3,R
CT4,PM10,23/08/2015 14:00,4.00000,ug/m3,R
CT4,PM10,23/08/2015 15:00,9.00000,ug/m3,R
CT4,PM10,23/08/2015 16:00,15.00000,ug/m3,R
CT4,PM10,23/08/2015 17:00,10.00000,ug/m3,R
CT4,PM10,23/08/2015 18:00,14.00000,ug/m3,R
CT4,PM10,23/08/2015 19:00,12.00000,ug/m3,R
CT4,PM10,23/08/2015 20:00,14.00000,ug/m3,R
CT4,PM10,23/08/2015 21:00,13.00000,ug/m3,R
CT4,PM10,23/08/2015 22:00,13.00000,ug/m3,R
CT4,PM10,23/08/2015 23:00,14.00000,ug/m3,R
CT4,PM10,24/08/2015 00:00,14.00000,ug/m3,R
CT4,PM10,24/08/2015 01:00,13.00000,ug/m3,R
CT4,PM10,24/08/2015 02:00,13.00000,ug/m3,R
CT4,PM10,24/08/2015 03:00,16.00000,ug/m3,R
CT4,PM10,24/08/2015 04:00,15.00000,ug/m3,R
CT4,PM10,24/08/2015 05:00,25.00000,ug/m3,R
CT4,PM10,24/08/2015 06:00,34.00000,ug/m3,R
CT4,PM10,24/08/2015 07:00,42.00000,ug/m3,R
CT4,PM10,24/08/2015 08:00,37.00000,ug/m3,R
CT4,PM10,24/08/2015 09:00,33.00000,ug/m3,R
CT4,PM10,24/08/2015 10:00,41.00000,ug/m3,R
CT4,PM10,24/08/2015 11:00,31.00000,ug/m3,R
CT4,PM10,24/08/2015 12:00,29.00000,ug/m3,R
CT4,PM10,24/08/2015 13:00,33.00000,ug/m3,R
CT4,PM10,24/08/2015 14:00,24.00000,ug/m3,R
CT4,PM10,24/08/2015 15:00,27.00000,ug/m3,R
CT4,PM10,24/08/2015 16:00,22.00000,ug/m3,R
CT4,PM10,24/08/2015 17:00,15.00000,ug/m3,R
CT4,PM10,24/08/2015 18:00,12.00000,ug/m3,R
CT4,PM10,24/08/2015 19:00,12.00000,ug/m3,R
CT4,PM10,24/08/2015 20:00,18.00000,ug/m3,R
CT4,PM10,24/08/2015 21:00,22.00000,ug/m3,R
CT4,PM10,24/08/2015 22:00,15.00000,ug/m3,R
CT4,PM10,24/08/2015 23:00,11.00000,ug/m3,R
CT4,PM10,25/08/2015 00:00,10.00000,ug/m3,R
CT4,PM10,25/08/2015 01:00,9.00000,ug/m3,R
CT4,PM10,25/08/2015 02:00,9.00000,ug/m3,R
CT4,PM10,25/08/2015 03:00,13.00000,ug/m3,R
CT4,PM10,25/08/2015 04:00,16.00000,ug/m3,R
CT4,PM10,25/08/2015 05:00,20.00000,ug/m3,R
CT4,PM10,25/08/2015 06:00,20.00000,ug/m3,R
CT4,PM10,25/08/2015 07:00,27.00000,ug/m3,R
CT4,PM10,25/08/2015 08:00,24.00000,ug/m3,R
CT4,PM10,25/08/2015 09:00,21.00000,ug/m3,R
CT4,PM10,25/08/2015 10:00,16.00000,ug/m3,R
CT4,PM10,25/08/2015 11:00,29.00000,ug/m3,R
CT4,PM10,25/08/2015 12:00,18.00000,ug/m3,R
CT4,PM10,25/08/2015 13:00,13.00000,ug/m3,R
CT4,PM10,25/08/2015 14:00,12.00000,ug/m3,R
CT4,PM10,25/08/2015 15:00,11.00000,ug/m3,R
CT4,PM10,25/08/2015 16:00,13.00000,ug/m3,R
CT4,PM10,25/08/2015 17:00,18.00000,ug/m3,R
CT4,PM10,25/08/2015 18:00,27.00000,ug/m3,R
CT4,PM10,25/08/2015 19:00,23.00000,ug/m3,R
CT4,PM10,25/08/2015 20:00,24.00000,ug/m3,R
CT4,PM10,25/08/2015 21:00,26.00000,ug/m3,R
CT4,PM10,25/08/2015 22:00,27.00000,ug/m3,R
CT4,PM10,25/08/2015 23:00,27.00000,ug/m3,R
CT4,PM10,26/08/2015 00:00,15.00000,ug/m3,R
CT4,PM10,26/08/2015 01:00,11.00000,ug/m3,R
CT4,PM10,26/08/2015 02:00,12.00000,ug/m3,R
CT4,PM10,26/08/2015 03:00,15.00000,ug/m3,R
CT4,PM10,26/08/2015 04:00,15.00000,ug/m3,R
CT4,PM10,26/08/2015 05:00,12.00000,ug/m3,R
CT4,PM10,26/08/2015 06:00,14.00000,ug/m3,R
CT4,PM10,26/08/2015 07:00,18.00000,ug/m3,R
CT4,PM10,26/08/2015 08:00,13.00000,ug/m3,R
CT4,PM10,26/08/2015 09:00,13.00000,ug/m3,R
CT4,PM10,26/08/2015 10:00,13.00000,ug/m3,R
CT4,PM10,26/08/2015 11:00,21.00000,ug/m3,R
CT4,PM10,26/08/2015 12:00,14.00000,ug/m3,R
CT4,PM10,26/08/2015 13:00,21.00000,ug/m3,R
CT4,PM10,26/08/2015 14:00,13.00000,ug/m3,R
CT4,PM10,26/08/2015 15:00,14.00000,ug/m3,R
CT4,PM10,26/08/2015 16:00,17.00000,ug/m3,R
CT4,PM10,26/08/2015 17:00,20.00000,ug/m3,R
CT4,PM10,26/08/2015 18:00,22.00000,ug/m3,R
CT4,PM10,26/08/2015 19:00,22.00000,ug/m3,R
CT4,PM10,26/08/2015 20:00,28.00000,ug/m3,R
CT4,PM10,26/08/2015 21:00,26.00000,ug/m3,R
CT4,PM10,26/08/2015 22:00,21.00000,ug/m3,R
CT4,PM10,26/08/2015 23:00,23.00000,ug/m3,R
CT4,PM10,27/08/2015 00:00,25.00000,ug/m3,R
CT4,PM10,27/08/2015 01:00,19.00000,ug/m3,R
CT4,PM10,27/08/2015 02:00,18.00000,ug/m3,R
CT4,PM10,27/08/2015 03:00,18.00000,ug/m3,R
CT4,PM10,27/08/2015 04:00,19.00000,ug/m3,R
CT4,PM10,27/08/2015 05:00,21.00000,ug/m3,R
CT4,PM10,27/08/2015 06:00,22.00000,ug/m3,R
CT4,PM10,27/08/2015 07:00,23.00000,ug/m3,R
CT4,PM10,27/08/2015 08:00,28.00000,ug/m3,R
CT4,PM10,27/08/2015 09:00,25.00000,ug/m3,R
CT4,PM10,27/08/2015 10:00,21.00000,ug/m3,R
CT4,PM10,27/08/2015 11:00,22.00000,ug/m3,R
CT4,PM10,27/08/2015 12:00,23.00000,ug/m3,R
CT4,PM10,27/08/2015 13:00,20.00000,ug/m3,R
CT4,PM10,27/08/2015 14:00,27.00000,ug/m3,R
CT4,PM10,27/08/2015 15:00,23.00000,ug/m3,R
CT4,PM10,27/08/2015 16:00,28.00000,ug/m3,R
CT4,PM10,27/08/2015 17:00,39.00000,ug/m3,R
CT4,PM10,27/08/2015 18:00,16.00000,ug/m3,R
CT4,PM10,27/08/2015 19:00,21.00000,ug/m3,R
CT4,PM10,27/08/2015 20:00,24.00000,ug/m3,R
CT4,PM10,27/08/2015 21:00,32.00000,ug/m3,R
CT4,PM10,27/08/2015 22:00,32.00000,ug/m3,R
CT4,PM10,27/08/2015 23:00,26.00000,ug/m3,R
CT4,PM10,28/08/2015 00:00,24.00000,ug/m3,R
CT4,PM10,28/08/2015 01:00,11.00000,ug/m3,R
CT4,PM10,28/08/2015 02:00,19.00000,ug/m3,R
CT4,PM10,28/08/2015 03:00,21.00000,ug/m3,R
CT4,PM10,28/08/2015 04:00,16.00000,ug/m3,R
CT4,PM10,28/08/2015 05:00,24.00000,ug/m3,R
CT4,PM10,28/08/2015 06:00,26.00000,ug/m3,R
CT4,PM10,28/08/2015 07:00,25.00000,ug/m3,R
CT4,PM10,28/08/2015 08:00,28.00000,ug/m3,R
CT4,PM10,28/08/2015 09:00,23.00000,ug/m3,R
CT4,PM10,28/08/2015 10:00,22.00000,ug/m3,R
CT4,PM10,28/08/2015 11:00,31.00000,ug/m3,R
CT4,PM10,28/08/2015 12:00,24.00000,ug/m3,R
CT4,PM10,28/08/2015 13:00,18.00000,ug/m3,R
CT4,PM10,28/08/2015 14:00,23.00000,ug/m3,R
CT4,PM10,28/08/2015 15:00,28.00000,ug/m3,R
CT4,PM10,28/08/2015 16:00,18.00000,ug/m3,R
CT4,PM10,28/08/2015 17:00,17.00000,ug/m3,R
CT4,PM10,28/08/2015 18:00,18.00000,ug/m3,R
CT4,PM10,28/08/2015 19:00,21.00000,ug/m3,R
CT4,PM10,28/08/2015 20:00,23.00000,ug/m3,R
CT4,PM10,28/08/2015 21:00,22.00000,ug/m3,R
CT4,PM10,28/08/2015 22:00,23.00000,ug/m3,R
CT4,PM10,28/08/2015 23:00,19.00000,ug/m3,R
CT4,PM10,29/08/2015 00:00,20.00000,ug/m3,R
CT4,PM10,29/08/2015 01:00,16.00000,ug/m3,R
CT4,PM10,29/08/2015 02:00,16.00000,ug/m3,R
CT4,PM10,29/08/2015 03:00,12.00000,ug/m3,R
CT4,PM10,29/08/2015 04:00,14.00000,ug/m3,R
CT4,PM10,29/08/2015 05:00,13.00000,ug/m3,R
CT4,PM10,29/08/2015 06:00,18.00000,ug/m3,R
CT4,PM10,29/08/2015 07:00,16.00000,ug/m3,R
CT4,PM10,29/08/2015 08:00,16.00000,ug/m3,R
CT4,PM10,29/08/2015 09:00,20.00000,ug/m3,R
CT4,PM10,29/08/2015 10:00,18.00000,ug/m3,R
CT4,PM10,29/08/2015 11:00,17.00000,ug/m3,R
CT4,PM10,29/08/2015 12:00,18.00000,ug/m3,R
CT4,PM10,29/08/2015 13:00,13.00000,ug/m3,R
CT4,PM10,29/08/2015 14:00,16.00000,ug/m3,R
CT4,PM10,29/08/2015 15:00,17.00000,ug/m3,R
CT4,PM10,29/08/2015 16:00,12.00000,ug/m3,R
CT4,PM10,29/08/2015 17:00,11.00000,ug/m3,R
CT4,PM10,29/08/2015 18:00,20.00000,ug/m3,R
CT4,PM10,29/08/2015 19:00,31.00000,ug/m3,R
CT4,PM10,29/08/2015 20:00,30.00000,ug/m3,R
CT4,PM10,29/08/2015 21:00,40.00000,ug/m3,R
CT4,PM10,29/08/2015 22:00,31.00000,ug/m3,R
CT4,PM10,29/08/2015 23:00,38.00000,ug/m3,R
CT4,PM10,30/08/2015 00:00,40.00000,ug/m3,R
CT4,PM10,30/08/2015 01:00,35.00000,ug/m3,R
CT4,PM10,30/08/2015 02:00,26.00000,ug/m3,R
CT4,PM10,30/08/2015 03:00,16.00000,ug/m3,R
CT4,PM10,30/08/2015 04:00,15.00000,ug/m3,R
CT4,PM10,30/08/2015 05:00,13.00000,ug/m3,R
CT4,PM10,30/08/2015 06:00,19.00000,ug/m3,R
CT4,PM10,30/08/2015 07:00,15.00000,ug/m3,R
CT4,PM10,30/08/2015 08:00,16.00000,ug/m3,R
CT4,PM10,30/08/2015 09:00,20.00000,ug/m3,R
CT4,PM10,30/08/2015 10:00,19.00000,ug/m3,R
CT4,PM10,30/08/2015 11:00,24.00000,ug/m3,R
CT4,PM10,30/08/2015 12:00,26.00000,ug/m3,R
CT4,PM10,30/08/2015 13:00,28.00000,ug/m3,R
CT4,PM10,30/08/2015 14:00,34.00000,ug/m3,R
CT4,PM10,30/08/2015 15:00,32.00000,ug/m3,R
CT4,PM10,30/08/2015 16:00,28.00000,ug/m3,R
CT4,PM10,30/08/2015 17:00,30.00000,ug/m3,R
CT4,PM10,30/08/2015 18:00,31.00000,ug/m3,R
CT4,PM10,30/08/2015 19:00,31.00000,ug/m3,R
CT4,PM10,30/08/2015 20:00,23.00000,ug/m3,R
CT4,PM10,30/08/2015 21:00,25.00000,ug/m3,R
CT4,PM10,30/08/2015 22:00,29.00000,ug/m3,R
CT4,PM10,30/08/2015 23:00,19.00000,ug/m3,R
CT4,PM10,31/08/2015 00:00,21.00000,ug/m3,R
CT4,PM10,31/08/2015 01:00,15.00000,ug/m3,R
CT4,PM10,31/08/2015 02:00,14.00000,ug/m3,R
CT4,PM10,31/08/2015 03:00,14.00000,ug/m3,R
CT4,PM10,31/08/2015 04:00,14.00000,ug/m3,R
CT4,PM10,31/08/2015 05:00,13.00000,ug/m3,R
CT4,PM10,31/08/2015 06:00,12.00000,ug/m3,R
CT4,PM10,31/08/2015 07:00,11.00000,ug/m3,R
CT4,PM10,31/08/2015 08:00,8.00000,ug/m3,R
CT4,PM10,31/08/2015 09:00,14.00000,ug/m3,R
CT4,PM10,31/08/2015 10:00,4.00000,ug/m3,R
CT4,PM10,31/08/2015 11:00,16.00000,ug/m3,R
CT4,PM10,31/08/2015 12:00,16.00000,ug/m3,R
CT4,PM10,31/08/2015 13:00,12.00000,ug/m3,R
CT4,PM10,31/08/2015 14:00,11.00000,ug/m3,R
CT4,PM10,31/08/2015 15:00,11.00000,ug/m3,R
CT4,PM10,31/08/2015 16:00,7.00000,ug/m3,R
CT4,PM10,31/08/2015 17:00,9.00000,ug/m3,R
CT4,PM10,31/08/2015 18:00,12.00000,ug/m3,R
CT4,PM10,31/08/2015 19:00,13.00000,ug/m3,R
CT4,PM10,31/08/2015 20:00,21.00000,ug/m3,R
CT4,PM10,31/08/2015 21:00,27.00000,ug/m3,R
CT4,PM10,31/08/2015 22:00,14.00000,ug/m3,R
CT4,PM10,31/08/2015 23:00,13.00000,ug/m3,R
CT4,PM10,01/09/2015 00:00,16.00000,ug/m3,R
CT4,PM10,01/09/2015 01:00,11.00000,ug/m3,R
CT4,PM10,01/09/2015 02:00,17.00000,ug/m3,R
CT4,PM10,01/09/2015 03:00,15.00000,ug/m3,R
CT4,PM10,01/09/2015 04:00,21.00000,ug/m3,R
CT4,PM10,01/09/2015 05:00,28.00000,ug/m3,R
CT4,PM10,01/09/2015 06:00,28.00000,ug/m3,R
CT4,PM10,01/09/2015 07:00,33.00000,ug/m3,R
CT4,PM10,01/09/2015 08:00,42.00000,ug/m3,R
CT4,PM10,01/09/2015 09:00,45.00000,ug/m3,R
CT4,PM10,01/09/2015 10:00,46.00000,ug/m3,R
CT4,PM10,01/09/2015 11:00,22.00000,ug/m3,R
CT4,PM10,01/09/2015 12:00,36.00000,ug/m3,R
CT4,PM10,01/09/2015 13:00,41.00000,ug/m3,R
CT4,PM10,01/09/2015 14:00,31.00000,ug/m3,R
CT4,PM10,01/09/2015 15:00,53.00000,ug/m3,R
CT4,PM10,01/09/2015 16:00,56.00000,ug/m3,R
CT4,PM10,01/09/2015 17:00,21.00000,ug/m3,R
CT4,PM10,01/09/2015 18:00,32.00000,ug/m3,R
CT4,PM10,01/09/2015 19:00,28.00000,ug/m3,R
CT4,PM10,01/09/2015 20:00,42.00000,ug/m3,R
CT4,PM10,01/09/2015 21:00,45.00000,ug/m3,R
CT4,PM10,01/09/2015 22:00,39.00000,ug/m3,R
CT4,PM10,01/09/2015 23:00,25.00000,ug/m3,R
CT4,PM10,02/09/2015 00:00,23.00000,ug/m3,R
CT4,PM10,02/09/2015 01:00,16.00000,ug/m3,R
CT4,PM10,02/09/2015 02:00,15.00000,ug/m3,R
CT4,PM10,02/09/2015 03:00,14.00000,ug/m3,R
CT4,PM10,02/09/2015 04:00,17.00000,ug/m3,R
CT4,PM10,02/09/2015 05:00,29.00000,ug/m3,R
CT4,PM10,02/09/2015 06:00,39.00000,ug/m3,R
CT4,PM10,02/09/2015 07:00,55.00000,ug/m3,R
CT4,PM10,02/09/2015 08:00,38.00000,ug/m3,R
CT4,PM10,02/09/2015 09:00,32.00000,ug/m3,R
CT4,PM10,02/09/2015 10:00,32.00000,ug/m3,R
CT4,PM10,02/09/2015 11:00,26.00000,ug/m3,R
CT4,PM10,02/09/2015 12:00,30.00000,ug/m3,R
CT4,PM10,02/09/2015 13:00,25.00000,ug/m3,R
CT4,PM10,02/09/2015 14:00,26.00000,ug/m3,R
CT4,PM10,02/09/2015 15:00,55.00000,ug/m3,R
CT4,PM10,02/09/2015 16:00,49.00000,ug/m3,R
CT4,PM10,02/09/2015 17:00,39.00000,ug/m3,R
CT4,PM10,02/09/2015 18:00,28.00000,ug/m3,R
CT4,PM10,02/09/2015 19:00,25.00000,ug/m3,R
CT4,PM10,02/09/2015 20:00,26.00000,ug/m3,R
CT4,PM10,02/09/2015 21:00,32.00000,ug/m3,R
CT4,PM10,02/09/2015 22:00,24.00000,ug/m3,R
CT4,PM10,02/09/2015 23:00,14.00000,ug/m3,R
CT4,PM10,03/09/2015 00:00,16.00000,ug/m3,R
CT4,PM10,03/09/2015 01:00,10.00000,ug/m3,R
CT4,PM10,03/09/2015 02:00,12.00000,ug/m3,R
CT4,PM10,03/09/2015 03:00,16.00000,ug/m3,R
CT4,PM10,03/09/2015 04:00,18.00000,ug/m3,R
CT4,PM10,03/09/2015 05:00,28.00000,ug/m3,R
CT4,PM10,03/09/2015 06:00,34.00000,ug/m3,R
CT4,PM10,03/09/2015 07:00,45.00000,ug/m3,R
CT4,PM10,03/09/2015 08:00,30.00000,ug/m3,R
CT4,PM10,03/09/2015 09:00,30.00000,ug/m3,R
CT4,PM10,03/09/2015 10:00,17.00000,ug/m3,R
CT4,PM10,03/09/2015 11:00,30.00000,ug/m3,R
CT4,PM10,03/09/2015 12:00,40.00000,ug/m3,R
CT4,PM10,03/09/2015 13:00,39.00000,ug/m3,R
CT4,PM10,03/09/2015 14:00,27.00000,ug/m3,R
CT4,PM10,03/09/2015 15:00,29.00000,ug/m3,R
CT4,PM10,03/09/2015 16:00,27.00000,ug/m3,R
CT4,PM10,03/09/2015 17:00,52.00000,ug/m3,R
CT4,PM10,03/09/2015 18:00,25.00000,ug/m3,R
CT4,PM10,03/09/2015 19:00,29.00000,ug/m3,R
CT4,PM10,03/09/2015 20:00,44.00000,ug/m3,R
CT4,PM10,03/09/2015 21:00,29.00000,ug/m3,R
CT4,PM10,03/09/2015 22:00,18.00000,ug/m3,R
CT4,PM10,03/09/2015 23:00,14.00000,ug/m3,R
CT4,PM10,04/09/2015 00:00,17.00000,ug/m3,R
CT4,PM10,04/09/2015 01:00,11.00000,ug/m3,R
CT4,PM10,04/09/2015 02:00,12.00000,ug/m3,R
CT4,PM10,04/09/2015 03:00,10.00000,ug/m3,R
CT4,PM10,04/09/2015 04:00,16.00000,ug/m3,R
CT4,PM10,04/09/2015 05:00,23.00000,ug/m3,R
CT4,PM10,04/09/2015 06:00,24.00000,ug/m3,R
CT4,PM10,04/09/2015 07:00,31.00000,ug/m3,R
CT4,PM10,04/09/2015 08:00,31.00000,ug/m3,R
CT4,PM10,04/09/2015 09:00,26.00000,ug/m3,R
CT4,PM10,04/09/2015 10:00,25.00000,ug/m3,R
CT4,PM10,04/09/2015 11:00,69.00000,ug/m3,R
CT4,PM10,04/09/2015 12:00,22.00000,ug/m3,R
CT4,PM10,04/09/2015 13:00,15.00000,ug/m3,R
CT4,PM10,04/09/2015 14:00,20.00000,ug/m3,R
CT4,PM10,04/09/2015 15:00,18.00000,ug/m3,R
CT4,PM10,04/09/2015 16:00,33.00000,ug/m3,R
CT4,PM10,04/09/2015 17:00,18.00000,ug/m3,R
CT4,PM10,04/09/2015 18:00,33.00000,ug/m3,R
CT4,PM10,04/09/2015 19:00,32.00000,ug/m3,R
CT4,PM10,04/09/2015 20:00,19.00000,ug/m3,R
CT4,PM10,04/09/2015 21:00,42.00000,ug/m3,R
CT4,PM10,04/09/2015 22:00,23.00000,ug/m3,R
CT4,PM10,04/09/2015 23:00,21.00000,ug/m3,R
CT4,PM10,05/09/2015 00:00,28.00000,ug/m3,R
CT4,PM10,05/09/2015 01:00,25.00000,ug/m3,R
CT4,PM10,05/09/2015 02:00,21.00000,ug/m3,R
CT4,PM10,05/09/2015 03:00,19.00000,ug/m3,R
CT4,PM10,05/09/2015 04:00,20.00000,ug/m3,R
CT4,PM10,05/09/2015 05:00,17.00000,ug/m3,R
CT4,PM10,05/09/2015 06:00,18.00000,ug/m3,R
CT4,PM10,05/09/2015 07:00,20.00000,ug/m3,R
CT4,PM10,05/09/2015 08:00,27.00000,ug/m3,R
CT4,PM10,05/09/2015 09:00,16.00000,ug/m3,R
CT4,PM10,05/09/2015 10:00,23.00000,ug/m3,R
CT4,PM10,05/09/2015 11:00,35.00000,ug/m3,R
CT4,PM10,05/09/2015 12:00,25.00000,ug/m3,R
CT4,PM10,05/09/2015 13:00,26.00000,ug/m3,R
CT4,PM10,05/09/2015 14:00,17.00000,ug/m3,R
CT4,PM10,05/09/2015 15:00,20.00000,ug/m3,R
CT4,PM10,05/09/2015 16:00,31.00000,ug/m3,R
CT4,PM10,05/09/2015 17:00,47.00000,ug/m3,R
CT4,PM10,05/09/2015 18:00,28.00000,ug/m3,R
CT4,PM10,05/09/2015 19:00,25.00000,ug/m3,R
CT4,PM10,05/09/2015 20:00,30.00000,ug/m3,R
CT4,PM10,05/09/2015 21:00,38.00000,ug/m3,R
CT4,PM10,05/09/2015 22:00,40.00000,ug/m3,R
CT4,PM10,05/09/2015 23:00,38.00000,ug/m3,R
CT4,PM10,06/09/2015 00:00,27.00000,ug/m3,R
CT4,PM10,06/09/2015 01:00,24.00000,ug/m3,R
CT4,PM10,06/09/2015 02:00,22.00000,ug/m3,R
CT4,PM10,06/09/2015 03:00,18.00000,ug/m3,R
CT4,PM10,06/09/2015 04:00,20.00000,ug/m3,R
CT4,PM10,06/09/2015 05:00,22.00000,ug/m3,R
CT4,PM10,06/09/2015 06:00,22.00000,ug/m3,R
CT4,PM10,06/09/2015 07:00,25.00000,ug/m3,R
CT4,PM10,06/09/2015 08:00,22.00000,ug/m3,R
CT4,PM10,06/09/2015 09:00,15.00000,ug/m3,R
CT4,PM10,06/09/2015 10:00,20.00000,ug/m3,R
CT4,PM10,06/09/2015 11:00,13.00000,ug/m3,R
CT4,PM10,06/09/2015 12:00,22.00000,ug/m3,R
CT4,PM10,06/09/2015 13:00,16.00000,ug/m3,R
CT4,PM10,06/09/2015 14:00,18.00000,ug/m3,R
CT4,PM10,06/09/2015 15:00,16.00000,ug/m3,R
CT4,PM10,06/09/2015 16:00,18.00000,ug/m3,R
CT4,PM10,06/09/2015 17:00,22.00000,ug/m3,R
CT4,PM10,06/09/2015 18:00,20.00000,ug/m3,R
CT4,PM10,06/09/2015 19:00,31.00000,ug/m3,R
CT4,PM10,06/09/2015 20:00,28.00000,ug/m3,R
CT4,PM10,06/09/2015 21:00,19.00000,ug/m3,R
CT4,PM10,06/09/2015 22:00,16.00000,ug/m3,R
CT4,PM10,06/09/2015 23:00,11.00000,ug/m3,R
CT4,PM10,07/09/2015 00:00,11.00000,ug/m3,R
CT4,PM10,07/09/2015 01:00,11.00000,ug/m3,R
CT4,PM10,07/09/2015 02:00,13.00000,ug/m3,R
CT4,PM10,07/09/2015 03:00,16.00000,ug/m3,R
CT4,PM10,07/09/2015 04:00,21.00000,ug/m3,R
CT4,PM10,07/09/2015 05:00,26.00000,ug/m3,R
CT4,PM10,07/09/2015 06:00,34.00000,ug/m3,R
CT4,PM10,07/09/2015 07:00,57.00000,ug/m3,R
